aValue,bValue,Rs,Xc,Species,Type,Condition,frequencykHz
122.8380421,27.46280814,128.2635067,32.11527626,Goat,Carcass,H,50
133.7281376,35.40122975,120.0970239,39.42710732,Goat,Carcass,H,50
118.9384168,27.27810513,117.5985152,25.29485797,Goat,Carcass,H,50
152.6856667,29.06533562,164.3734118,32.09265535,Goat,Carcass,H,50
136.5861737,29.79132604,145.4387213,29.41529467,Goat,Carcass,H,50
133.6565034,38.55965995,143.9979353,36.87814375,Goat,Carcass,H,50
1484.687681,330.5759049,1475.715496,327.9427592,Goat,Carcass,H,50
134.0820016,28.68534305,133.9712185,25.28591984,Goat,Carcass,H,50
128.8169104,27.10990197,116.5415654,26.55351313,Goat,Carcass,H,50
148.9175597,30.55314751,150.7544011,35.04883365,Goat,Carcass,H,50
123.9632957,30.8388344,142.9728279,27.81084261,Goat,Carcass,H,50
162.8701929,27.87097426,142.2649571,25.09605008,Goat,Carcass,H,50
167.8493367,29.26412613,177.9483404,29.90598848,Goat,Carcass,H,50
154.3863582,30.29654142,145.897897,25.42940249,Goat,Carcass,H,50
168.1294259,32.85996125,166.4903178,27.81856876,Goat,Carcass,H,50
536.8775987,70.73632651,554.1870842,63.83802014,Goat,Carcass,H,50
140.3977038,32.02434977,117.1460819,30.90914019,Goat,Carcass,H,50
547.0857537,72.3250919,553.7282792,70.94054331,Goat,Carcass,H,50
171.1692763,37.62768353,186.7754755,36.1417805,Goat,Carcass,H,50
175.3452518,29.68683663,187.0053004,31.18428761,Goat,Carcass,H,50
153.0382634,38.73270844,147.4367568,35.03046501,Goat,Carcass,H,50
136.6127143,34.78308118,137.1899558,29.60194926,Goat,Carcass,H,50
219.909131,41.54962617,211.846646,41.82298253,Goat,Carcass,H,50
149.3982251,38.20139034,140.7090007,31.68057097,Goat,Carcass,H,50
143.9949234,25.33777728,113.8143446,23.97028825,Goat,Carcass,H,50
134.4241801,29.76921164,126.3913524,27.40619502,Goat,Carcass,H,50
144.0444611,35.73060624,158.0891178,37.9258044,Goat,Carcass,H,50
124.5106226,26.80305771,154.2692386,26.9096811,Goat,Carcass,H,50
1359.832221,304.3998379,1376.430706,305.7208124,Goat,Carcass,H,50
171.0412492,31.70149256,165.6334619,32.15962204,Goat,Carcass,H,50
156.1711302,31.4420406,142.2168932,32.71379011,Goat,Carcass,H,50
1354.551259,302.2196827,1375.334108,306.2211819,Goat,Carcass,H,50
1125.57719,355.0375155,1109.197954,350.8651632,Goat,Carcass,H,50
141.6054594,27.33518512,117.0131881,25.96445747,Goat,Carcass,H,50
0,2.964264163,12.30739686,0,Goat,Carcass,H,50
138.8898019,29.78112615,137.4767059,34.05139288,Goat,Carcass,H,50
149.646267,34.57541072,147.7315869,28.737865,Goat,Carcass,H,50
1579.571493,294.4882177,1606.053228,293.8905779,Goat,Carcass,H,50
120.0738295,37.48359039,138.547696,39.14376609,Goat,Carcass,H,50
167.4381968,38.71298514,143.1591068,38.9417095,Goat,Carcass,H,50
159.9688776,30.2017732,164.2750731,28.51836849,Goat,Carcass,H,50
1472.566224,326.6755691,1473.395133,331.6528991,Goat,Carcass,H,50
159.1071364,30.09054087,167.5912385,28.66840204,Goat,Carcass,H,50
560.293514,72.34331874,555.407666,68.52226347,Goat,Carcass,H,50
150.5622778,31.49910375,147.4934781,32.40943644,Goat,Carcass,H,50
132.7881907,29.55354956,146.6785948,33.50876964,Goat,Carcass,H,50
165.6568964,25.31836639,162.5833058,26.1682143,Goat,Carcass,H,50
147.5925957,33.50291976,139.6901102,36.88025249,Goat,Carcass,H,50
1486.03461,329.5324838,1475.643381,334.913379,Goat,Carcass,H,50
7.876710899,0,0,0.924407504,Goat,Carcass,H,50
153.413765,29.81546067,166.3297734,28.8927999,Goat,Carcass,H,50
190.5580986,47.69134831,195.3202666,45.75963039,Goat,Carcass,H,50
172.0864338,29.22838129,131.7418163,35.79011968,Goat,Carcass,H,50
168.9464358,37.87342625,164.1802915,39.67256262,Goat,Carcass,H,50
1095.199269,354.536496,1116.48753,354.7766605,Goat,Carcass,H,50
133.6100547,28.46131589,156.94065,29.31642419,Goat,Carcass,H,50
165.6169739,37.77469243,163.8157028,40.48823006,Goat,Carcass,H,50
156.6107951,29.93147433,156.4678291,28.15843215,Goat,Carcass,H,50
176.4688152,26.84912269,163.7019106,27.09054127,Goat,Carcass,H,50
158.19516,30.22908926,159.9284578,30.39256095,Goat,Carcass,H,50
542.3817082,70.49229352,545.2383557,71.59662687,Goat,Carcass,H,50
149.604667,30.2729714,148.3536715,34.86888187,Goat,Carcass,H,50
1371.407611,302.5368292,1369.559899,301.5022043,Goat,Carcass,H,50
86.36232498,40.40257909,73.11892899,41.22749018,Goat,Carcass,H,50
123.1155725,28.92991028,139.7958485,28.20682775,Goat,Carcass,H,50
147.1982658,25.86887184,140.925769,27.77015343,Goat,Carcass,H,50
170.444207,26.46533285,164.7712331,29.95247214,Goat,Carcass,H,50
558.051947,71.0829833,544.7229556,69.82004291,Goat,Carcass,H,50
1114.483996,350.7097285,1105.300617,355.0607241,Goat,Carcass,H,50
157.908503,30.07551137,159.60192,32.67880792,Goat,Carcass,H,50
128.2796712,40.98255534,132.6194683,35.81545347,Goat,Carcass,H,50
172.075225,32.71017606,165.0468006,33.04067973,Goat,Carcass,H,50
142.3674461,34.16049134,145.4999576,34.948376,Goat,Carcass,H,50
159.1697013,29.72995626,136.4590857,28.17507697,Goat,Carcass,H,50
159.3889051,32.66026584,156.6287084,37.60465462,Goat,Carcass,H,50
153.4742998,30.18639306,126.9463783,29.99732051,Goat,Carcass,H,50
122.1369461,24.66331719,123.2779894,28.30156097,Goat,Carcass,H,50
159.570153,27.58419023,135.1651176,31.10780757,Goat,Carcass,H,50
564.3209044,69.32327964,567.0653177,71.81058478,Goat,Carcass,H,50
1578.746471,292.6767307,1598.638446,294.0310555,Goat,Carcass,H,50
137.71944,33.76518658,136.0575325,32.77392572,Goat,Carcass,H,50
208.2688589,41.37557294,198.081397,44.35446448,Goat,Carcass,H,50
136.1476605,29.80209236,118.767627,27.19402437,Goat,Carcass,H,50
130.9949869,30.22752225,138.7056978,31.81337559,Goat,Carcass,H,50
168.8397934,27.21835126,168.3510849,31.00034325,Goat,Carcass,H,50
126.8057136,19.60093909,128.8577843,31.3757634,Goat,Carcass,H,50
163.2761244,30.04237744,178.3578603,26.59212307,Goat,Carcass,H,50
141.3673866,32.47165873,131.760886,32.21504872,Goat,Carcass,H,50
145.5624039,34.11539488,156.6406954,34.28929791,Goat,Carcass,H,50
127.9379531,29.55327922,139.0074894,33.70305975,Goat,Carcass,H,50
142.4706564,33.33294237,138.9337891,32.16480925,Goat,Carcass,H,50
156.4561562,30.43076965,141.4344007,28.60235257,Goat,Carcass,H,50
128.2412925,26.44794389,125.2996488,31.51063455,Goat,Carcass,H,50
130.7597096,31.53625295,163.7823594,26.94337131,Goat,Carcass,H,50
144.4345798,37.59673008,131.3157417,36.50792221,Goat,Carcass,H,50
1128.077031,359.1211176,1112.891451,353.7352688,Goat,Carcass,H,50
159.0735207,26.61062375,158.2151462,26.77702483,Goat,Carcass,H,50
128.8459918,30.21183371,135.8550469,32.0775352,Goat,Carcass,H,50
150.5979032,29.68799225,134.1552675,26.92463725,Goat,Carcass,H,50
1125.026606,353.9138453,1095.478712,349.6745641,Goat,Carcass,H,50
156.6639312,36.76172856,156.1565392,36.66427762,Goat,Carcass,H,50
173.376352,27.05925751,175.4804641,27.91603772,Goat,Carcass,H,50
129.6114512,25.31210818,121.3336195,26.42305731,Goat,Carcass,H,50
147.6482507,23.28192079,108.8171163,25.05704539,Goat,Carcass,H,50
157.0441872,35.62901722,144.0405069,35.955752,Goat,Carcass,H,50
143.1281788,31.69887094,150.437609,30.39414739,Goat,Carcass,H,50
138.594532,37.44770506,162.0203451,36.95802707,Goat,Carcass,H,50
127.2089229,36.02316667,161.684026,37.73468677,Goat,Carcass,H,50
16.00463642,3.786568368,25.18401147,4.839297991,Goat,Carcass,H,50
142.402792,31.19259154,142.506397,30.50582889,Goat,Carcass,H,50
150.2440961,27.52867586,145.7522216,30.79698784,Goat,Carcass,H,50
124.2578847,23.21659916,129.7407573,30.54068178,Goat,Carcass,H,50
1468.50417,331.3638124,1487.306513,331.3406215,Goat,Carcass,H,50
1597.385038,292.662342,1605.29617,295.1923043,Goat,Carcass,H,50
179.9421005,31.11291131,163.0298802,34.85006012,Goat,Carcass,H,50
144.3687082,27.74566838,136.3987776,29.79782195,Goat,Carcass,H,50
137.1218528,29.29085613,133.3992143,29.60643009,Goat,Carcass,H,50
134.8987969,38.52626154,125.4384192,36.09234854,Goat,Carcass,H,50
140.4159846,28.75386425,143.1246825,33.6686023,Goat,Carcass,H,50
148.4822443,26.69582585,134.381682,30.97387472,Goat,Carcass,H,50
128.8548204,27.11130978,123.8587964,32.72721084,Goat,Carcass,H,50
167.3987391,37.02192263,188.6522829,37.93114831,Goat,Carcass,H,50
205.3582952,42.56698012,194.8756545,45.41436194,Goat,Carcass,H,50
1372.168235,304.4859053,1366.468246,303.6302468,Goat,Carcass,H,50
139.1457133,35.73053698,152.4189253,35.56017734,Goat,Carcass,H,50
135.4913414,32.80220591,140.1015507,33.28633349,Goat,Carcass,H,50
142.9805094,30.23924244,143.1886729,32.13628839,Goat,Carcass,H,50
149.5922098,31.92166667,152.9483763,32.62501198,Goat,Carcass,H,50
144.4868231,28.42369837,139.5823788,28.63385304,Goat,Carcass,H,50
130.5337589,24.17778301,128.3066758,30.18542198,Goat,Carcass,H,50
158.194355,29.945393,135.6103224,32.55932189,Goat,Carcass,H,50
138.7282535,28.40267923,138.8006956,24.85621218,Goat,Carcass,H,50
154.9939628,29.88112116,147.1876154,33.12090664,Goat,Carcass,H,50
215.8427383,47.54530195,190.7366632,45.08668755,Goat,Carcass,H,50
133.4754822,26.36690061,152.9492136,29.88335777,Goat,Carcass,H,50
149.2386622,27.90944682,148.3512058,37.72785706,Goat,Carcass,H,50
161.106987,23.65942446,166.9761047,26.66872232,Goat,Carcass,H,50
173.1745373,41.68950996,189.1498664,37.99282246,Goat,Carcass,H,50
132.6671522,32.05572698,147.3293464,28.22349312,Goat,Carcass,H,50
139.0726925,28.17668009,134.6423841,26.09218429,Goat,Carcass,H,50
145.6720183,26.35764003,170.2549199,30.36954126,Goat,Carcass,H,50
143.0554226,28.36919671,152.3678466,27.45054993,Goat,Carcass,H,50
162.5764496,30.31326065,169.8710129,27.6038803,Goat,Carcass,H,50
150.6977358,36.99599513,141.8432212,33.91724093,Goat,Carcass,H,50
154.3120136,29.51675034,169.6632077,28.01870172,Goat,Carcass,H,50
120.7019619,29.47069007,108.4379633,25.52525527,Goat,Carcass,H,50
142.7175901,26.25956943,144.5377763,27.5801545,Goat,Carcass,H,50
159.2699794,30.71416514,152.8581228,31.22689982,Goat,Carcass,H,50
138.6561315,30.3250296,177.3067895,32.78156671,Goat,Carcass,H,50
178.847805,36.84600196,177.5932019,31.84976214,Goat,Carcass,H,50
158.8653511,26.55119547,137.6767247,28.42107966,Goat,Carcass,H,50
122.5299736,30.0116902,131.6288403,27.64877059,Goat,Carcass,H,50
141.6211495,40.90365986,137.2948889,37.1399721,Goat,Carcass,H,50
11.43721565,6.013549895,13.7702262,4.399153758,Goat,Carcass,H,50
153.2715669,25.75587898,139.0130494,29.84330245,Goat,Carcass,H,50
166.8866017,33.6171289,154.1896895,28.32232029,Goat,Carcass,H,50
184.8476821,44.39528418,205.6537664,46.45736373,Goat,Carcass,H,50
136.2435194,33.28572254,154.132414,29.64807747,Goat,Carcass,H,50
174.4880778,36.16888205,156.965959,39.93371118,Goat,Carcass,H,50
129.3194352,32.94207365,136.9241825,29.41072935,Goat,Carcass,H,50
153.0887751,29.16407323,149.2215964,29.03036107,Goat,Carcass,H,50
148.0826116,32.69713826,145.217098,28.9298101,Goat,Carcass,H,50
164.6319861,28.37319775,157.4312032,33.89349617,Goat,Carcass,H,50
552.7443894,68.75683597,545.0071732,69.74107095,Goat,Carcass,H,50
120.5956165,26.00453186,131.8490978,24.37460229,Goat,Carcass,H,50
137.491169,35.93129171,135.568006,35.63646188,Goat,Carcass,H,50
153.9194815,30.45654605,148.1275286,30.45331165,Goat,Carcass,H,50
150.3758035,30.29695296,164.0384075,33.40420619,Goat,Carcass,H,50
158.4135676,25.75841938,146.1395455,30.51010495,Goat,Carcass,H,50
120.0525015,30.4061808,126.8928094,27.44772653,Goat,Carcass,H,50
157.6800073,29.24620231,164.6467834,31.94388871,Goat,Carcass,H,50
145.8907511,33.07276258,139.042461,33.87390229,Goat,Carcass,H,50
156.8821659,33.08304631,145.6124421,32.71631724,Goat,Carcass,H,50
127.0563511,34.62447839,160.5811822,35.73819178,Goat,Carcass,H,50
134.3885341,38.10175846,146.6946186,36.8156143,Goat,Carcass,H,50
171.4264777,35.74983762,172.1833498,40.77020669,Goat,Carcass,H,50
138.9388649,34.60222688,142.0792504,27.44801848,Goat,Carcass,H,50
131.1060207,30.24315016,118.3152151,25.75447171,Goat,Carcass,H,50
1588.813019,292.973897,1599.30336,296.9685187,Goat,Carcass,H,50
143.5401088,40.63637278,159.2922146,36.82378125,Goat,Carcass,H,50
118.8571712,27.09136286,130.8724836,27.97500047,Goat,Carcass,H,50
159.8509297,34.27320484,152.1429978,34.16325011,Goat,Carcass,H,50
121.4000009,35.87256147,139.6692837,36.27880633,Goat,Carcass,H,50
188.7927371,43.94180785,188.224794,47.27170241,Goat,Carcass,H,50
147.281329,40.32545914,151.4135089,37.84347211,Goat,Carcass,H,50
139.2316657,28.760322,138.9006621,29.46468542,Goat,Carcass,H,50
1593.179891,297.4420414,1588.403273,294.232233,Goat,Carcass,H,50
121.4713538,31.48060113,133.7642043,28.73757687,Goat,Carcass,H,50
113.5684062,26.30840555,131.2540417,21.53868672,Goat,Carcass,H,50
135.121082,25.5408252,125.6680007,28.56528278,Goat,Carcass,H,50
118.6460914,26.88989689,138.4705495,24.2826166,Goat,Carcass,H,50
138.0402539,28.09973631,149.5309036,29.80175557,Goat,Carcass,H,50
141.3206614,26.58308336,134.8954312,31.15634684,Goat,Carcass,H,50
1460.500345,332.7136192,1485.138291,328.9349594,Goat,Carcass,H,50
135.4367412,27.38829018,142.0405908,27.44144178,Goat,Carcass,H,50
533.6028344,73.02082925,536.9986365,72.33471934,Goat,Carcass,H,50
135.470916,36.73721023,133.5329256,33.01128056,Goat,Carcass,H,50
172.5887959,35.021491,179.4413353,36.96781954,Goat,Carcass,H,50
143.7960968,27.3666629,149.7989278,33.40253522,Goat,Carcass,H,50
148.6298234,31.34493127,133.6037819,30.07624511,Goat,Carcass,H,50
533.6400013,72.3782129,549.6488282,68.16195713,Goat,Carcass,H,50
132.2514073,32.25024895,137.8908601,36.73381726,Goat,Carcass,H,50
181.8491185,30.31779058,167.1334921,33.40109847,Goat,Carcass,H,50
138.4552913,32.22331317,178.5782677,31.57720483,Goat,Carcass,H,50
157.319099,29.27986593,180.0292373,29.05562036,Goat,Carcass,H,50
142.0536287,27.39474326,132.4182678,29.74415446,Goat,Carcass,H,50
1114.314141,356.3443681,1102.138639,354.5903094,Goat,Carcass,H,50
366.8300191,129.7426775,374.4676059,130.5105634,Goat,Carcass,H,50
146.6036836,34.63563262,153.1567495,38.54200936,Goat,Carcass,H,50
187.3066537,33.09501219,184.1530084,39.25319504,Goat,Carcass,H,50
146.8183948,40.2160304,156.2432535,36.2704746,Goat,Carcass,H,50
215.1862721,41.2060128,198.7116398,42.52183134,Goat,Carcass,H,50
145.211533,33.78699663,126.439878,30.04214503,Goat,Carcass,H,50
212.6894847,41.92754431,186.6720864,46.29749635,Goat,Carcass,H,50
156.4164084,22.69781052,139.5809427,28.21414922,Goat,Carcass,H,50
105.7918721,24.12408738,111.2733605,25.14429173,Goat,Carcass,H,50
1110.431167,354.0070928,1112.532068,356.0325865,Goat,Carcass,H,50
166.4533001,33.27092825,162.6484806,26.60701193,Goat,Carcass,H,50
168.0859327,32.47027958,149.1619777,33.50599925,Goat,Carcass,H,50
164.4329237,29.50457787,159.2481576,30.1571246,Goat,Carcass,H,50
151.3314725,33.30647471,162.9171393,41.95460225,Goat,Carcass,H,50
140.5435406,36.48738032,147.3522785,30.97316543,Goat,Carcass,H,50
126.7511466,32.38990822,131.8587891,31.98414425,Goat,Carcass,H,50
1363.795762,304.2018453,1363.358044,305.7594568,Goat,Carcass,H,50
129.2865275,30.29771308,134.1542196,31.78800452,Goat,Carcass,H,50
1100.385982,352.3116479,1084.731056,354.2073177,Goat,Carcass,H,50
533.9597402,70.76792797,539.6537853,61.4682123,Goat,Carcass,H,50
140.2506007,26.83302979,154.4349434,33.65264667,Goat,Carcass,H,50
146.0373568,31.91660588,122.9626157,26.13464982,Goat,Carcass,H,50
167.9521883,26.57921342,141.8235114,28.35531939,Goat,Carcass,H,50
145.9697793,30.49296131,145.4514392,28.08327811,Goat,Carcass,H,50
127.6852275,27.38912782,132.3619818,29.76872677,Goat,Carcass,H,50
177.9075011,38.75327136,181.5254201,36.50032622,Goat,Carcass,H,50
149.0370896,39.1331175,161.2105242,33.30277528,Goat,Carcass,H,50
159.3364596,33.42045021,164.8453302,24.93283083,Goat,Carcass,H,50
169.1830203,27.33894162,170.9782099,27.94757092,Goat,Carcass,H,50
132.8180807,25.48891014,135.8468978,28.98588756,Goat,Carcass,H,50
173.9636159,24.99119438,157.6869542,32.42845827,Goat,Carcass,H,50
168.6307182,27.5506572,166.1947908,37.39753703,Goat,Carcass,H,50
172.9249915,29.17044874,161.879592,26.77799751,Goat,Carcass,H,50
356.7074354,127.5063036,355.1574867,132.2778013,Goat,Carcass,H,50
147.004189,37.98022114,148.7267036,35.54025156,Goat,Carcass,H,50
124.0841959,34.07294353,141.0917878,28.38659707,Goat,Carcass,H,50
166.5107695,26.27939838,167.8273262,25.97980449,Goat,Carcass,H,50
138.2671493,31.94112736,128.4346237,34.77924792,Goat,Carcass,H,50
132.2645414,35.72912227,133.4162861,32.02974348,Goat,Carcass,H,50
136.0240037,31.39840622,114.6633017,28.12969239,Goat,Carcass,H,50
158.1029358,33.80169086,141.3416221,31.97200629,Goat,Carcass,H,50
154.6583093,36.19656952,135.0017185,33.93344507,Goat,Carcass,H,50
154.5554617,22.58019987,117.1330977,31.1700971,Goat,Carcass,H,50
167.8893891,34.6409674,172.717163,37.84297091,Goat,Carcass,H,50
146.1254765,37.23211365,150.5044294,34.65331473,Goat,Carcass,H,50
148.3047052,32.03248529,147.3675987,26.75744569,Goat,Carcass,H,50
140.1842204,37.99792878,121.5929917,37.02101726,Goat,Carcass,H,50
150.6258815,28.25032805,153.7689341,30.31751433,Goat,Carcass,H,50
169.8684748,29.07575273,168.9285221,29.4913321,Goat,Carcass,H,50
130.9904485,29.52112406,139.5730219,26.42672141,Goat,Carcass,H,50
185.90932,40.04046604,175.4635725,32.19503747,Goat,Carcass,H,50
119.3111138,26.01976592,139.2976756,24.58120438,Goat,Carcass,H,50
152.8610969,30.41712901,151.2391027,29.41526335,Goat,Carcass,H,50
166.5464353,39.15313777,178.169524,40.62562214,Goat,Carcass,H,50
151.2330965,34.60047362,148.2143753,33.08438482,Goat,Carcass,H,50
141.0357742,33.02933923,124.4987715,33.99753964,Goat,Carcass,H,50
126.3557383,28.17091073,122.0087689,25.07541028,Goat,Carcass,H,50
1125.524243,357.5221968,1114.584614,354.195019,Goat,Carcass,H,50
145.5411415,34.97620372,150.6026457,38.81158152,Goat,Carcass,H,50
74.06682673,36.75878565,64.50310209,39.09605174,Goat,Carcass,H,50
137.9415459,35.827751,120.4077533,36.98474086,Goat,Carcass,H,50
173.8280895,37.35504384,154.8768878,34.99128698,Goat,Carcass,H,50
11.79864296,1.326248531,16.48674823,4.767920272,Goat,Carcass,H,50
134.7973267,29.81903278,131.9373952,27.45527561,Goat,Carcass,H,50
153.4730601,25.94381968,170.3493072,27.34784573,Goat,Carcass,H,50
1111.63199,355.4371746,1088.929968,353.1656527,Goat,Carcass,H,50
168.4752912,26.93647798,158.264737,30.18536886,Goat,Carcass,H,50
1124.093853,351.7463376,1115.084502,356.6377198,Goat,Carcass,H,50
168.066365,32.41683284,149.5764929,32.07448011,Goat,Carcass,H,50
79.30603065,37.72019093,73.65204208,39.0265845,Goat,Carcass,H,50
143.7317921,31.2962614,153.0264686,29.45539965,Goat,Carcass,H,50
145.4064196,32.13626799,163.7636328,29.98373205,Goat,Carcass,H,50
167.560019,33.85732932,150.3575711,33.38405624,Goat,Carcass,H,50
143.7541028,29.83307365,145.0135161,27.35374653,Goat,Carcass,H,50
144.3775639,30.94660395,137.4455711,28.25293529,Goat,Carcass,H,50
138.5153102,23.30873505,137.8670813,27.2962627,Goat,Carcass,H,50
160.661046,29.54912385,157.6109998,30.95148921,Goat,Carcass,H,50
136.8784305,30.92192049,145.577365,33.97676359,Goat,Carcass,H,50
123.8063003,26.41639869,132.0213976,27.3654481,Goat,Carcass,H,50
127.9755502,32.26753306,132.7965879,31.24812698,Goat,Carcass,H,50
132.7519085,30.57622465,139.1497644,31.9234131,Goat,Carcass,H,50
171.1853024,33.08164601,147.4324125,31.13675175,Goat,Carcass,H,50
154.1320132,25.59261319,144.3043317,34.29654845,Goat,Carcass,H,50
585.431106,72.29450745,553.9730297,71.2061372,Goat,Carcass,H,50
142.9247589,26.73485658,114.3204537,29.9045354,Goat,Carcass,H,50
152.9675225,30.00837914,153.644958,31.42252497,Goat,Carcass,H,50
134.8080446,30.1927173,106.9603172,31.41633242,Goat,Carcass,H,50
74.93873106,38.22800942,81.8951986,40.41969548,Goat,Carcass,H,50
1607.920235,293.571303,1559.919454,294.3289547,Goat,Carcass,H,50
131.3951359,31.00594319,120.2769472,31.92861343,Goat,Carcass,H,50
146.7051154,32.26415045,140.7722797,31.72449152,Goat,Carcass,H,50
186.3401816,42.25311718,197.7946848,43.25603947,Goat,Carcass,H,50
135.3782613,32.6391582,158.5052306,31.82269404,Goat,Carcass,H,50
157.4700217,33.93525444,156.840464,36.60623559,Goat,Carcass,H,50
128.198353,36.30257623,144.9606286,39.05290733,Goat,Carcass,H,50
133.3307261,30.91220563,154.4080388,34.14419434,Goat,Carcass,H,50
1464.493266,330.1095559,1471.548677,334.4122889,Goat,Carcass,H,50
161.8889053,27.48200139,165.7072866,27.96234447,Goat,Carcass,H,50
138.7555586,30.48435824,128.0650857,27.58374877,Goat,Carcass,H,50
127.0147917,35.61125684,131.3294057,28.27312233,Goat,Carcass,H,50
132.7594971,29.55608933,138.342894,28.99140722,Goat,Carcass,H,50
162.1656713,32.73686646,141.5203012,26.92591076,Goat,Carcass,H,50
359.7031199,127.1596567,353.0817641,126.3237474,Goat,Carcass,H,50
142.0982669,31.35044874,146.3445648,32.64979642,Goat,Carcass,H,50
124.2292591,25.51726032,121.5830424,25.03972795,Goat,Carcass,H,50
135.5366549,36.36081947,135.5913413,38.41811571,Goat,Carcass,H,50
166.29074,35.70510754,152.5959461,41.74363536,Goat,Carcass,H,50
159.4313124,25.32254221,163.8852525,30.92874775,Goat,Carcass,H,50
120.708116,28.023693,132.3597316,29.75246375,Goat,Carcass,H,50
155.3512677,27.29279684,172.4418105,27.0551654,Goat,Carcass,H,50
145.5954081,27.71436397,159.0482751,28.48403971,Goat,Carcass,H,50
153.7474804,30.29202256,124.7512691,25.16200888,Goat,Carcass,H,50
140.3604705,31.31926802,149.933694,34.87502933,Goat,Carcass,H,50
145.0907339,34.75690287,148.5533412,39.25314693,Goat,Carcass,H,50
155.5106261,23.23384946,141.5287552,32.41791989,Goat,Carcass,H,50
365.6815828,131.0551261,346.1111702,127.5549883,Goat,Carcass,H,50
562.4070876,66.61282902,546.6552069,70.12706391,Goat,Carcass,H,50
159.634371,31.35657045,144.5922947,30.63088088,Goat,Carcass,H,50
162.0358955,28.80125687,182.3976142,28.72428777,Goat,Carcass,H,50
186.5537106,33.49600742,127.2311063,33.5144251,Goat,Carcass,H,50
1495.004242,329.0549044,1488.236327,334.5048131,Goat,Carcass,H,50
165.2825226,36.00008593,151.5226378,33.38592647,Goat,Carcass,H,50
18.22817505,2.287274951,2.412697331,4.63972224,Goat,Carcass,H,50
152.4405852,24.73940918,133.6562028,31.61901623,Goat,Carcass,H,50
136.1923397,29.60734108,138.0986569,24.84943907,Goat,Carcass,H,50
142.3193768,35.229212,136.9578545,40.70027297,Goat,Carcass,H,50
144.2959541,34.46047857,168.7453553,33.33471323,Goat,Carcass,H,50
130.2857214,31.84874594,134.3110643,30.89414728,Goat,Carcass,H,50
169.9482479,39.49879887,156.7880874,38.33234896,Goat,Carcass,H,50
126.8908125,27.79823775,137.3392776,28.9016697,Goat,Carcass,H,50
120.1777784,29.84939962,151.9943681,33.39325395,Goat,Carcass,H,50
147.5010193,24.16410585,148.6359647,28.83019091,Goat,Carcass,H,50
147.4794327,30.09929678,148.9986522,28.13279151,Goat,Carcass,H,50
140.5148252,30.85979524,122.0370241,29.64739738,Goat,Carcass,H,50
22.87827825,0,16.98466221,7.015142659,Goat,Carcass,H,50
1129.916678,356.0296654,1086.866237,357.6121036,Goat,Carcass,H,50
136.0387738,25.24477892,161.4186211,27.53767317,Goat,Carcass,H,50
142.5432578,30.70426453,147.8581955,34.1474918,Goat,Carcass,H,50
146.4476635,22.97945811,149.8825099,24.37912496,Goat,Carcass,H,50
173.3595229,37.38010423,152.7644157,38.43311992,Goat,Carcass,H,50
149.674547,33.89566024,178.0194694,34.71052457,Goat,Carcass,H,50
156.2451863,30.99308664,151.3988761,34.39187023,Goat,Carcass,H,50
1606.143736,290.108134,1605.400664,296.3279256,Goat,Carcass,H,50
200.7670494,41.33410274,201.4224446,45.22611501,Goat,Carcass,H,50
153.2349685,32.49643429,142.9842034,32.2969363,Goat,Carcass,H,50
138.0695553,32.36763476,143.1878791,30.91807985,Goat,Carcass,H,50
1106.451976,354.7290029,1101.802636,354.8667544,Goat,Carcass,H,50
148.5901324,37.91698217,164.1269438,34.26640513,Goat,Carcass,H,50
1367.899373,304.8429004,1355.610277,306.3388003,Goat,Carcass,H,50
160.0027707,28.09995237,149.9062059,26.36787633,Goat,Carcass,H,50
150.4560375,25.63424238,138.1387833,23.63196161,Goat,Carcass,H,50
131.6062681,33.89439212,156.1047235,37.24123963,Goat,Carcass,H,50
158.5228918,36.42716566,153.9877711,37.93796833,Goat,Carcass,H,50
129.439414,27.64027065,148.6527721,30.46906358,Goat,Carcass,H,50
120.6577345,26.63151318,144.885944,33.28169278,Goat,Carcass,H,50
540.4271079,75.16461335,558.4013426,67.45967157,Goat,Carcass,H,50
140.4611769,36.99204002,153.9344655,35.61195851,Goat,Carcass,H,50
167.8306623,24.5680229,162.4647426,31.42247876,Goat,Carcass,H,50
124.8312382,28.37306405,141.8153009,25.75011701,Goat,Carcass,H,50
157.6797547,31.36841123,141.2776181,30.45786734,Goat,Carcass,H,50
21.47884851,0.87881942,17.21694935,3.093216718,Goat,Carcass,H,50
1480.922195,333.0688199,1454.006103,336.7686111,Goat,Carcass,H,50
79.2978837,37.02511998,81.04916846,38.27982752,Goat,Carcass,H,50
151.5070988,30.39085114,134.9908766,26.01438681,Goat,Carcass,H,50
1583.831977,292.1726489,1581.62705,295.572319,Goat,Carcass,H,50
143.3248831,27.54522703,134.7847634,31.22500349,Goat,Carcass,H,50
119.9770398,30.34712886,129.8727228,32.07741731,Goat,Carcass,H,50
139.2803896,34.03279257,153.3382717,35.5232735,Goat,Carcass,H,50
1570.57216,289.0768178,1588.341722,293.4900666,Goat,Carcass,H,50
146.9371996,27.19236989,122.5110332,29.13989832,Goat,Carcass,H,50
126.1621413,30.18058367,133.5907834,25.7952147,Goat,Carcass,H,50
135.5923484,28.37741132,136.322771,26.98076024,Goat,Carcass,H,50
135.05201,31.7648878,135.3773661,31.04546839,Goat,Carcass,H,50
